id,name,localId,category,rarity,set_id,set_name,set_series,artist,illustrator,hp,types,stage,attack_count,attacks_json,weaknesses_json,resistances_json,retreat,regulation_mark,image_small,image_high,variants_json,cardmarket_url,cardmarket_updated_at,cardmarket_avg1,cardmarket_avg7,cardmarket_avg30,cardmarket_low_price,cardmarket_trend,cardmarket_reverse_holo_sell,cardmarket_reverse_holo_low,cardmarket_reverse_holo_trend,tcgplayer_updated_at,tcgplayer_prices_json,cardmarket_updated_at,cardmarket_avg,cardmarket_low,cardmarket_trend,cardmarket_avg1,cardmarket_avg7,cardmarket_avg30,cardmarket_avg_holo,cardmarket_low_holo,cardmarket_trend_holo,normal_market,reverse_market,holo_market,raw_estimate,ace8_estimate,ace9_estimate,ace10_estimate
swsh10-134,Wyrdeer V,134,Pokemon,Holo Rare V,swsh10,Astral Radiance,,,,220,Colorless,Basic,1,"[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Psyshield Bash"", ""effect"": ""This attack does 40 damage for each Energy attached to this Pok\u00e9mon."", ""damage"": ""40\u00d7""}]",[],[],2,F,https://assets.tcgdex.net/en/swsh/swsh10/134/low.png,https://assets.tcgdex.net/en/swsh/swsh10/134/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.53,0.86,0.8,0.19,1.01,,,,,{},2026-05-30T00:47:09.000Z,0.8,0.19,1.01,0.53,0.86,0.8,,,0,,,,0.8,,,
A4-134,Eevee,134,Pokemon,One Diamond,A4,Wisdom of Sea and Sky,,,sowsow,60,Colorless,Basic,1,"[{""cost"": [""Colorless""], ""name"": ""Find a Friend"", ""effect"": ""Put a random Pok\u00e9mon from your deck into your hand.""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",[],1,,https://assets.tcgdex.net/en/tcgp/A4/134/low.png,https://assets.tcgdex.net/en/tcgp/A4/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
swsh5-134,Single Strike Style Mustard,134,Trainer,Uncommon,swsh5,Battle Styles,,,Mitsuhiro Arita,,,,0,[],[],[],0,E,https://assets.tcgdex.net/en/swsh/swsh5/134/low.png,https://assets.tcgdex.net/en/swsh/swsh5/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.06,0.03,0.04,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.04,0.06,0.03,0.04,0.19,0.02,0.15,,,,0.04,,,
swsh7-134,Herdier,134,Pokemon,Uncommon,swsh7,Evolving Skies,,,kirisAki,100,Colorless,Stage1,2,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Tackle"", ""damage"": 30}, {""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Take Down"", ""effect"": ""This Pok\u00e9mon also does 20 damage to itself."", ""damage"": 80}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],2,E,https://assets.tcgdex.net/en/swsh/swsh7/134/low.png,https://assets.tcgdex.net/en/swsh/swsh7/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.02,0.03,0.04,0.02,0.03,,,,,{},2026-05-30T00:47:09.000Z,0.04,0.02,0.03,0.02,0.03,0.04,0.11,0.02,0.16,,,,0.04,,,
A3-134,Trumbeak,134,Pokemon,One Diamond,A3,Celestial Guardians,,,Kouki Saitou,80,Colorless,Stage1,1,"[{""cost"": [""Colorless""], ""name"": ""Glide"", ""damage"": 30}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",[],1,,https://assets.tcgdex.net/en/tcgp/A3/134/low.png,https://assets.tcgdex.net/en/tcgp/A3/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
swsh1-134,Bisharp,134,Pokemon,Uncommon,swsh1,Sword & Shield,,,kawayoo,120,Metal,Stage1,2,"[{""cost"": [""Colorless""], ""name"": ""Charge Order"", ""effect"": ""This attack does 30 more damage for each of your Benched Pawniard."", ""damage"": ""30+""}, {""cost"": [""Metal"", ""Colorless""], ""name"": ""Slicing Blade"", ""damage"": 60}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]","[{""type"": ""Grass"", ""value"": ""-30""}]",2,D,https://assets.tcgdex.net/en/swsh/swsh1/134/low.png,https://assets.tcgdex.net/en/swsh/swsh1/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.07,0.12,0.07,0.02,0.08,,,,,{},2026-05-30T00:47:09.000Z,0.08,0.02,0.08,0.07,0.12,0.07,0.4,0.02,0.48,,,,0.07,,,
A1-134,Swoobat,134,Pokemon,One Diamond,A1,Genetic Apex,,,Masakazu Fukuda,90,Psychic,Stage1,1,"[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Heart Stamp"", ""damage"": ""60""}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",[],1,,https://assets.tcgdex.net/en/tcgp/A1/134/low.png,https://assets.tcgdex.net/en/tcgp/A1/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
swsh3-134,Tauros,134,Pokemon,Common,swsh3,Darkness Ablaze,,,Anesaki Dynamic,110,Colorless,Basic,1,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Horn Attack"", ""damage"": 60}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],2,D,https://assets.tcgdex.net/en/swsh/swsh3/134/low.png,https://assets.tcgdex.net/en/swsh/swsh3/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.05,0.03,0.04,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.05,0.02,0.04,0.05,0.03,0.04,0.19,0.02,0.19,,,,0.04,,,
B2-134,Slakoth,134,Pokemon,One Diamond,B2,Fantastical Parade,,,okayamatakatoshi,70,Colorless,Basic,1,"[{""cost"": [""Colorless""], ""name"": ""Yawn"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Asleep.""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",[],2,,https://assets.tcgdex.net/en/tcgp/B2/134/low.png,https://assets.tcgdex.net/en/tcgp/B2/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
B1-134,Archeops,134,Pokemon,Three Diamond,B1,Mega Rising,,,Hasuno,140,Fighting,Stage2,1,"[{""cost"": [""Fighting""], ""name"": ""Wild Spin"", ""effect"": ""This attack does 20 damage to each of your opponent's Pok\u00e9mon. During your next turn, this Pok\u00e9mon's Wild Spin attack does +20 damage to each of your opponent's Pok\u00e9mon.""}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",[],1,,https://assets.tcgdex.net/en/tcgp/B1/134/low.png,https://assets.tcgdex.net/en/tcgp/B1/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
A2-134,Staraptor,134,Pokemon,Two Diamond,A2,Space-Time Smackdown,,,Sekio,140,Colorless,Stage2,1,"[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Clutch"", ""effect"": ""During your opponent's next turn, the Defending Pok\u00e9mon can't retreat."", ""damage"": 80}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",[],1,,https://assets.tcgdex.net/en/tcgp/A2/134/low.png,https://assets.tcgdex.net/en/tcgp/A2/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
xy5-134,Professor Birch's Observations,134,Trainer,Uncommon,xy5,Primal Clash,,,Yusuke Ohmura,,,,0,[],[],[],0,,https://assets.tcgdex.net/en/xy/xy5/134/low.png,https://assets.tcgdex.net/en/xy/xy5/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.39,0.23,0.16,0.02,0.26,,,,,{},2026-05-30T00:47:09.000Z,0.19,0.02,0.26,0.39,0.23,0.16,0.4,0.15,0.5,,,,0.16,,,
sv10.5b-134,Scolipede,134,Pokemon,Illustration rare,sv10.5b,Black Bolt,,,Oku,160,Darkness,Stage2,1,"[{""cost"": [""Darkness"", ""Colorless""], ""name"": ""Venoshock"", ""effect"": ""If your opponent's Active Pok\u00e9mon is Poisoned, this attack does 90 more damage."", ""damage"": ""90+""}]",[],[],3,I,https://assets.tcgdex.net/en/sv/sv10.5b/134/low.png,https://assets.tcgdex.net/en/sv/sv10.5b/134/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,18.45,19.38,18.55,12,19.42,,,,,{},2026-05-30T00:47:09.000Z,19.08,12,19.42,18.45,19.38,18.55,,,0,,,,18.55,,,47.5
me01-134,Ivysaur,134,Pokemon,Illustration rare,me01,Mega Evolution,,,mashu,110,Grass,Stage1,1,"[{""cost"": [""Grass"", ""Grass""], ""name"": ""Razor Leaf"", ""damage"": 60}]",[],[],3,I,https://assets.tcgdex.net/en/me/me01/134/low.png,https://assets.tcgdex.net/en/me/me01/134/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,26.4,20.7,19.15,8.99,20.08,,,,,{},2026-05-30T00:47:09.000Z,19.26,8.99,20.08,26.4,20.7,19.15,,,0,,,,19.15,,24.75,46.83
me02.5-134,Scraggy,134,Pokemon,Common,me02.5,Ascended Heroes,,,Shimaris Yukichi,80,Darkness,Basic,1,"[{""cost"": [""Darkness"", ""Colorless""], ""name"": ""Knock Off"", ""effect"": ""Discard a random card from your opponent's hand."", ""damage"": 20}]",[],[],2,I,https://assets.tcgdex.net/en/me/me02.5/134/low.png,https://assets.tcgdex.net/en/me/me02.5/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.02,0.03,0.04,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.04,0.02,0.04,0.02,0.03,0.04,,,0,,,,0.04,,,
xy8-134,Brigette,134,Trainer,Uncommon,xy8,BREAKthrough,,,Megumi Mizutani,,,,0,[],[],[],0,,https://assets.tcgdex.net/en/xy/xy8/134/low.png,https://assets.tcgdex.net/en/xy/xy8/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.44,1.58,1.36,0.25,1.57,,,,,{},2026-05-30T00:47:09.000Z,1.54,0.25,1.57,0.44,1.58,1.36,0.5,0.4,2.43,,,,1.36,,,
sv04-134,Aegislash,134,Pokemon,Rare,sv04,Paradox Rift,,,Jiro Sasumo,150,Metal,Stage2,1,"[{""cost"": [""Metal"", ""Colorless""], ""name"": ""Hard Bashing"", ""effect"": ""This attack's damage isn't affected by any effects on your opponent's Active Pok\u00e9mon."", ""damage"": 120}]",[],[],3,G,https://assets.tcgdex.net/en/sv/sv04/134/low.png,https://assets.tcgdex.net/en/sv/sv04/134/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.09,0.1,0.08,0.02,0.06,,,,,{},2026-05-30T00:47:09.000Z,0.09,0.02,0.06,0.09,0.1,0.08,0.26,0.02,0.21,,,,0.08,,,
ecard3-134,Mystery Plate Beta,134,Trainer,Uncommon,ecard3,Skyridge,,,Hiromichi Sugiyama,,,,1,"[{""cost"": [""Colorless""]}]",[],[],0,,https://assets.tcgdex.net/en/ecard/ecard3/134/low.png,https://assets.tcgdex.net/en/ecard/ecard3/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.98,2.05,1.82,0.5,1.74,,,,,{},2026-05-30T00:47:09.000Z,2.44,0.5,1.74,0.98,2.05,1.82,10.85,4.99,9.86,,,,1.82,,,
ecard2-134,Super Energy Removal 2,134,Trainer,Uncommon,ecard2,Aquapolis,,,Keiji Kinebuchi,,,,0,[],[],[],0,,https://assets.tcgdex.net/en/ecard/ecard2/134/low.png,https://assets.tcgdex.net/en/ecard/ecard2/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.5,0.91,1.18,0.02,1.13,,,,,{},2026-05-30T00:47:09.000Z,0.93,0.02,1.13,0.5,0.91,1.18,1.58,0.7,2.89,,,,1.18,,,
bw7-134,Skyla,134,Trainer,Uncommon,bw7,Boundaries Crossed,,,Yusuke Ohmura,,,,0,[],[],[],0,,https://assets.tcgdex.net/en/bw/bw7/134/low.png,https://assets.tcgdex.net/en/bw/bw7/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.1,0.31,0.22,0.02,0.41,,,,,{},2026-05-30T00:47:09.000Z,0.33,0.02,0.41,0.1,0.31,0.22,1.18,0.2,0.96,,,,0.22,,,
ecard1-134,Totodile,134,Pokemon,Common,ecard1,Expedition Base Set,,,Mitsuhiro Arita,50,Water,Basic,2,"[{""cost"": [""Water""], ""name"": ""Surf"", ""damage"": 10}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Double Scratch"", ""effect"": ""Flip 2 coins. This attack does 20 damage times the number of heads."", ""damage"": ""20x""}]","[{""type"": ""Lightning"", ""value"": ""\u00d72""}]",[],1,,https://assets.tcgdex.net/en/ecard/ecard1/134/low.png,https://assets.tcgdex.net/en/ecard/ecard1/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,11.41,7.91,8.16,0.05,7.2,,,,,{},2026-05-30T00:47:09.000Z,8.98,0.05,7.2,11.41,7.91,8.16,59.99,10.99,26.52,,,,8.16,,,
bw8-134,Lugia-EX,134,Pokemon,Ultra Rare,bw8,Plasma Storm,,,Toyste Beach,180,Colorless,,1,"[{""cost"": [""Colorless"", ""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Plasma Gale"", ""effect"": ""Discard a Plasma Energy attached to this Pok\u00e9mon. If you can't discard a Plasma Energy, this attack does nothing."", ""damage"": 120}]","[{""type"": ""Lightning"", ""value"": ""\u00d72""}]","[{""type"": ""Fighting"", ""value"": ""-20""}]",2,,https://assets.tcgdex.net/en/bw/bw8/134/low.png,https://assets.tcgdex.net/en/bw/bw8/134/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
xy1-135,Lightning Energy,135,Energy,Common,xy1,XY,,,,,,,0,[],[],[],0,,https://assets.tcgdex.net/en/xy/xy1/135/low.png,https://assets.tcgdex.net/en/xy/xy1/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.04,0.66,0.34,0.02,0.19,,,,,{},2026-05-30T00:47:09.000Z,0.72,0.02,0.19,0.04,0.66,0.34,0.79,0.19,0.73,,,,0.34,,,
swsh8-135,Geodude,135,Pokemon,Common,swsh8,Fusion Strike,,,OKACHEKE,80,Fighting,Basic,2,"[{""cost"": [""Fighting""], ""name"": ""Rollout"", ""damage"": 10}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Light Punch"", ""damage"": 20}]",[],[],3,E,https://assets.tcgdex.net/en/swsh/swsh8/135/low.png,https://assets.tcgdex.net/en/swsh/swsh8/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.05,0.04,0.04,0.02,0.03,,,,,{},2026-05-30T00:47:09.000Z,0.04,0.02,0.03,0.05,0.04,0.04,0.2,0.02,0.22,,,,0.04,,,
swsh6-135,Dyna Tree Hill,135,Trainer,Uncommon,swsh6,Chilling Reign,,,Oswaldo KATO,,,,0,[],[],[],0,E,https://assets.tcgdex.net/en/swsh/swsh6/135/low.png,https://assets.tcgdex.net/en/swsh/swsh6/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.04,0.03,0.03,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.04,0.04,0.03,0.03,0.11,0.02,0.11,,,,0.03,,,
swsh12.5-135,Lost Vacuum,135,Trainer,Uncommon,swsh12.5,Crown Zenith,,,,,,,0,[],[],[],0,F,https://assets.tcgdex.net/en/swsh/swsh12.5/135/low.png,https://assets.tcgdex.net/en/swsh/swsh12.5/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.04,0.03,0.03,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.04,0.04,0.03,0.03,0.34,0.02,0.38,,,,0.03,,,
swsh9-135,Choice Belt,135,Trainer,Uncommon,swsh9,Brilliant Stars,,,,,,,0,[],[],[],0,F,https://assets.tcgdex.net/en/swsh/swsh9/135/low.png,https://assets.tcgdex.net/en/swsh/swsh9/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.02,0.03,0.03,0.02,0.03,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.03,0.02,0.03,0.03,0.15,0.02,0.14,,,,0.03,,,
swsh2-135,Aegislash,135,Pokemon,Rare,swsh2,Rebel Clash,,,Ryuta Fuse,140,Metal,Stage2,1,"[{""cost"": [""Metal"", ""Metal"", ""Colorless""], ""name"": ""Power Edge"", ""damage"": 130}]","[{""type"": ""Fire"", ""value"": ""\u00d72""}]","[{""type"": ""Grass"", ""value"": ""-30""}]",3,D,https://assets.tcgdex.net/en/swsh/swsh2/135/low.png,https://assets.tcgdex.net/en/swsh/swsh2/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.99,0.27,0.26,0.03,0.35,,,,,{},2026-05-30T00:47:09.000Z,0.31,0.03,0.35,0.99,0.27,0.26,0.46,0.08,0.65,,,,0.26,,,
swsh11-135,Hisuian Goodra V,135,Pokemon,Holo Rare V,swsh11,Lost Origin,,,,220,Dragon,Basic,2,"[{""cost"": [""Water"", ""Metal""], ""name"": ""Slip-'n'-Trip"", ""effect"": ""Your opponent switches their Active Pok\u00e9mon with 1 of their Benched Pok\u00e9mon."", ""damage"": 60}, {""cost"": [""Water"", ""Metal"", ""Colorless""], ""name"": ""Rolling Shell"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes 30 less damage from attacks (after applying Weakness and Resistance)."", ""damage"": 140}]",[],[],3,F,https://assets.tcgdex.net/en/swsh/swsh11/135/low.png,https://assets.tcgdex.net/en/swsh/swsh11/135/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,1.03,0.87,0.81,0.14,0.83,,,,,{},2026-05-30T00:47:09.000Z,0.83,0.14,0.83,1.03,0.87,0.81,,,0,,,,0.81,,,
swsh4-135,Whismur,135,Pokemon,Common,swsh4,Vivid Voltage,,,Tika Matsuno,60,Colorless,Basic,1,"[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Continuous Tumble"", ""effect"": ""Flip a coin until you get tails. This attack does 40 damage for each heads."", ""damage"": ""40\u00d7""}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]",[],1,D,https://assets.tcgdex.net/en/swsh/swsh4/135/low.png,https://assets.tcgdex.net/en/swsh/swsh4/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": true, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.04,0.02,0.03,0.02,0.04,,,,,{},2026-05-30T00:47:09.000Z,0.03,0.02,0.04,0.04,0.02,0.03,0.2,0.02,0.17,,,,0.03,,,
swsh12-135,Regidrago V,135,Pokemon,Holo Rare V,swsh12,Silver Tempest,,,,220,Dragon,Basic,2,"[{""cost"": [""Colorless""], ""name"": ""Celestial Roar"", ""effect"": ""Discard the top 3 cards of your deck. If any of those cards are Energy cards, attach them to this Pok\u00e9mon.""}, {""cost"": [""Grass"", ""Grass"", ""Fire""], ""name"": ""Dragon Laser"", ""effect"": ""This attack also does 30 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)"", ""damage"": 130}]",[],[],3,F,https://assets.tcgdex.net/en/swsh/swsh12/135/low.png,https://assets.tcgdex.net/en/swsh/swsh12/135/high.png,"{""firstEdition"": false, ""holo"": true, ""normal"": false, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.8,0.73,0.7,0.1,0.68,,,,,{},2026-05-30T00:47:09.000Z,0.7,0.1,0.68,0.8,0.73,0.7,,,0,,,,0.7,,,
sm9-135,Brock’s Grit,135,Trainer,Uncommon,sm9,Team Up,,,Naoki Saito,,,,0,[],[],[],0,,https://assets.tcgdex.net/en/sm/sm9/135/low.png,https://assets.tcgdex.net/en/sm/sm9/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,,,,,,,,,,,{},,,,,,,,,,,,,,,,,
sm5-135,Volkner,135,Trainer,Uncommon,sm5,Ultra Prism,,,Ken Sugimori,,,,0,[],[],[],0,,https://assets.tcgdex.net/en/sm/sm5/135/low.png,https://assets.tcgdex.net/en/sm/sm5/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.61,0.54,0.48,0.02,0.45,,,,,{},2026-05-30T00:47:09.000Z,0.45,0.02,0.45,0.61,0.54,0.48,0.85,0.2,0.64,,,,0.48,,,
sm10-135,Wigglytuff,135,Pokemon,Rare,sm10,Unbroken Bonds,,,miki kudo,110,Fairy,Stage1,2,"[{""cost"": [""Colorless""], ""name"": ""Orb Polish"", ""effect"": ""Put 3 Energy cards from your discard pile into your hand.""}, {""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Sleepy Ball"", ""effect"": ""Your opponent\u2019s Active Pok\u00e9mon is now Asleep."", ""damage"": 80}]","[{""type"": ""Metal"", ""value"": ""\u00d72""}]","[{""type"": ""Darkness"", ""value"": ""-20""}]",1,,https://assets.tcgdex.net/en/sm/sm10/135/low.png,https://assets.tcgdex.net/en/sm/sm10/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.3,1.3,0.8,0.1,0.97,,,,,{},2026-05-30T00:47:09.000Z,1.08,0.1,0.97,0.3,1.3,0.8,4.88,0.9,5.17,,,,0.8,,,
sm12-135,Bisharp,135,Pokemon,Uncommon,sm12,Cosmic Eclipse,,,SATOSHI NAKAI,120,Darkness,Stage1,2,"[{""cost"": [""Colorless""], ""name"": ""Corner"", ""effect"": ""The Defending Pok\u00e9mon can\u2019t retreat during your opponent\u2019s next turn."", ""damage"": 30}, {""cost"": [""Darkness"", ""Colorless""], ""name"": ""Slashing Strike"", ""effect"": ""This Pok\u00e9mon can\u2019t use Slashing Strike during your next turn."", ""damage"": 80}]","[{""type"": ""Fighting"", ""value"": ""\u00d72""}]","[{""type"": ""Psychic"", ""value"": ""-20""}]",1,,https://assets.tcgdex.net/en/sm/sm12/135/low.png,https://assets.tcgdex.net/en/sm/sm12/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.13,0.22,0.13,0.02,0.15,,,,,{},2026-05-30T00:47:09.000Z,0.13,0.02,0.15,0.13,0.22,0.13,0.77,0.1,0.78,,,,0.13,,,
sm1-135,Ultra Ball,135,Trainer,Uncommon,sm1,Sun & Moon,,,Ryo Ueda,,,,0,[],[],[],0,,https://assets.tcgdex.net/en/sm/sm1/135/low.png,https://assets.tcgdex.net/en/sm/sm1/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.25,0.2,0.24,0.02,0.13,,,,,{},2026-05-30T00:47:09.000Z,0.26,0.02,0.13,0.25,0.2,0.24,0.81,0.02,0.91,,,,0.24,,,
sm6-135,Lucario GX,135,Pokemon,Secret Rare,sm6,Forbidden Light,,,5ban Graphics,210,Fighting,,3,"[{""cost"": [""Fighting""], ""name"": ""Aura Strike"", ""effect"": ""If this Pok\u00e9mon evolved from Riolu during this turn, this attack does 90 more damage."", ""damage"": ""30+""}, {""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""name"": ""Cyclone Kick"", ""damage"": 130}, {""cost"": [""Colorless"", ""Colorless""], ""name"": ""Cantankerous Beatdown GX"", ""effect"": ""This attack does 30 damage for each damage counter on this Pok\u00e9mon. (You can\u2019t use more than 1 GX attack in a game.)"", ""damage"": ""30\u00d7""}]","[{""type"": ""Psychic"", ""value"": ""\u00d72""}]",[],2,,https://assets.tcgdex.net/en/sm/sm6/135/low.png,https://assets.tcgdex.net/en/sm/sm6/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,65,44.75,49.1,15,46.19,,,,,{},2026-05-30T00:47:09.000Z,59.5,15,46.19,65,44.75,49.1,,,28.47,,,,49.1,,,659.5
sm8-135,Marill,135,Pokemon,Common,sm8,Lost Thunder,,,Ken Sugimori,70,Fairy,Basic,1,"[{""cost"": [""Fairy"", ""Colorless""], ""name"": ""Magical Shot"", ""damage"": 30}]","[{""type"": ""Metal"", ""value"": ""\u00d72""}]","[{""type"": ""Darkness"", ""value"": ""-20""}]",2,,https://assets.tcgdex.net/en/sm/sm8/135/low.png,https://assets.tcgdex.net/en/sm/sm8/135/high.png,"{""firstEdition"": false, ""holo"": false, ""normal"": true, ""reverse"": false, ""wPromo"": false}",,2026-05-30T00:47:09.000Z,0.1,0.11,0.16,0.02,0.21,,,,,{},2026-05-30T00:47:09.000Z,0.19,0.02,0.21,0.1,0.11,0.16,0.78,0.05,0.96,,,,0.16,,,
